train_loss,train_acc,val_loss,val_acc
0.6980675520289558,0.516260162601626,0.7096439599990845,0.5
0.7020343338570944,0.4823848238482385,0.6991543769836426,0.49019607843137253
0.6925400653828774,0.5203252032520325,0.6932174563407898,0.4803921568627451
0.6895396828974488,0.5365853658536586,0.6889277696609497,0.49019607843137253
0.6800125267124435,0.5691056910569106,0.6869012713432312,0.5490196078431373
0.6753136155405018,0.5880758807588076,0.6836186051368713,0.5490196078431373
0.6746160622211653,0.5853658536585366,0.6799198389053345,0.5882352941176471
0.6697616163631118,0.6043360433604336,0.6753738522529602,0.6274509803921569
0.6626194195372626,0.6409214092140921,0.6711199879646301,0.6470588235294118
0.6533217612643875,0.6747967479674797,0.6670977473258972,0.6666666666666666
0.652480110243407,0.6788617886178862,0.6634777188301086,0.6372549019607843
0.6498254527890586,0.6436314363143631,0.6591224670410156,0.6764705882352942
0.645652226800841,0.6802168021680217,0.6554908752441406,0.6862745098039216
0.6432603982082874,0.6598915989159891,0.6528701782226562,0.6666666666666666
0.6463461951188602,0.6693766937669376,0.6498103141784668,0.6568627450980392
0.6354165382501555,0.7005420054200542,0.6477491855621338,0.6470588235294118
0.6422125871588544,0.6829268292682927,0.6455706357955933,0.6666666666666666
0.6310882600665415,0.6680216802168022,0.643153965473175,0.6568627450980392
0.6287130224026316,0.6775067750677507,0.6404115557670593,0.6568627450980392
0.6220494125916706,0.7046070460704607,0.6384977698326111,0.6568627450980392
