train_loss,train_acc,val_loss,val_acc
0.7171340870663403,0.4932249322493225,0.734377499888925,0.5
0.6891145008366283,0.5392953929539296,0.7061008810997009,0.5392156862745098
0.6543752874139201,0.6016260162601627,0.6793260410720227,0.5882352941176471
0.6343537060225882,0.6382113821138211,0.6592093308766683,0.6372549019607843
0.6163164451516417,0.6883468834688347,0.6475401579164991,0.6666666666666666
0.6059083906292593,0.6883468834688347,0.6351706093432856,0.6764705882352942
0.5934926432968801,0.6897018970189702,0.6299251551721611,0.6862745098039216
0.5841320515648136,0.7059620596205962,0.6222617088579664,0.6862745098039216
0.5709685163123175,0.7073170731707317,0.6158876793057311,0.6764705882352942
0.5729045376868106,0.7113821138211383,0.6156114024274489,0.6862745098039216
0.585596173436338,0.6829268292682927,0.6134904213980132,0.7058823529411764
0.5642961129586548,0.7168021680216802,0.6068180448868695,0.7058823529411764
0.5514915722818555,0.7276422764227642,0.6117516791119295,0.696078431372549
0.5493232034409272,0.7249322493224932,0.6082314837212656,0.696078431372549
0.537283637336276,0.7208672086720868,0.6099831099603691,0.6764705882352942
0.5337044953653806,0.7411924119241192,0.6108881503927941,0.6862745098039216
0.5303919945305925,0.7384823848238482,0.6144844445527768,0.7058823529411764
0.5289012331788133,0.7398373983739838,0.6130615215675503,0.7058823529411764
0.5199958539913664,0.7452574525745257,0.6106494571648392,0.7254901960784313
0.5180372200038051,0.7628726287262872,0.6114606004135281,0.7352941176470588
