train_loss,train_acc,val_loss,val_acc
0.6826322447685969,0.5684523809523809,0.6654300207183474,0.5952380952380952
0.660795597803025,0.6056547619047619,0.6557496984799703,0.613095238095238
0.6438464635894412,0.6428571428571428,0.6394639071964082,0.6309523809523809
0.6230640610059103,0.6622023809523809,0.6357126037279764,0.6369047619047619
0.6049637113298688,0.6949404761904762,0.5994685008412316,0.6607142857142857
0.5922875177292597,0.6964285714285714,0.6010134901319232,0.6607142857142857
0.5769961362793332,0.7113095238095237,0.5829124989963713,0.7023809523809523
0.5735048821994236,0.6979166666666666,0.6229537015869504,0.625
0.5957375112034026,0.6889880952380952,0.6315656957172212,0.6488095238095237
0.5519437534468514,0.7261904761904762,0.5674831583386376,0.7142857142857142
0.5660877014909472,0.6994047619047619,0.6095234836850848,0.6547619047619048
0.5557426810264587,0.7083333333333333,0.6025318787211463,0.7142857142857142
0.5663533210754395,0.712797619047619,0.5638313917886644,0.7023809523809523
0.5683798108782087,0.6845238095238095,0.6065802176793417,0.6666666666666666
0.5507861290659223,0.6979166666666666,0.5816846603438968,0.7083333333333333
