train_loss,train_acc,val_loss,val_acc
1.1197179158528645,0.47470238095238093,0.7734134310767764,0.5476190476190476
0.7382680688585553,0.5550595238095237,0.7865416152136666,0.45238095238095233
0.7299729415348598,0.53125,0.71274448292596,0.5059523809523809
0.6747586783908662,0.5863095238095237,0.6960058893476214,0.5059523809523809
0.6676145650091625,0.6056547619047619,0.6858781434240795,0.5119047619047619
0.674659462202163,0.5580357142857143,0.6849211908522106,0.5595238095238095
0.6632503413018727,0.6026785714285714,0.6955847882089161,0.5357142857142857
0.6630922101792835,0.6041666666666666,0.6954163653509957,0.5714285714285714
0.658923205875215,0.6101190476190476,0.6916921876725697,0.5476190476190476
0.6503550467037019,0.6205357142857143,0.6907222100666591,0.5714285714285714
0.6332127253214518,0.6577380952380952,0.7016375348681495,0.5178571428571428
0.649690934589931,0.625,0.6916417649814061,0.5773809523809523
0.6353844801584879,0.6413690476190476,0.7115491316432044,0.5714285714285714
0.6285558541615804,0.6354166666666666,0.6866725512913295,0.6011904761904762
0.6316126528240386,0.6354166666666666,0.6864799857139587,0.613095238095238
