train_loss,train_acc,val_loss,val_acc
0.717255309022216,0.43766937669376693,0.7052910129229227,0.47058823529411764
0.6949327235945518,0.5284552845528455,0.6876717221503165,0.5392156862745098
0.6767924681588563,0.5555555555555556,0.6775540884803323,0.5490196078431373
0.6637960804833306,0.6409214092140921,0.6576989596965266,0.6274509803921569
0.6626717650147311,0.6300813008130082,0.6574379182329365,0.5980392156862745
0.6468756428255944,0.6476964769647696,0.6471108186478708,0.6274509803921569
0.6313384646968789,0.6653116531165312,0.6493841024006114,0.6078431372549019
0.6351618393649899,0.6504065040650406,0.6311856332947227,0.6568627450980392
0.6325916723830267,0.6314363143631436,0.6293218591633964,0.6470588235294118
0.6257741816321686,0.6409214092140921,0.6338392367549971,0.6176470588235294
0.6182685043753647,0.6802168021680217,0.6357703863405714,0.5980392156862745
0.6166591458527376,0.6626016260162602,0.6186397905443229,0.7058823529411764
0.60839633308452,0.6924119241192412,0.6153561414456835,0.6666666666666666
0.6035178869074276,0.6680216802168022,0.6083041359396542,0.6862745098039216
0.5990363761661498,0.6924119241192412,0.6186120884091246,0.6372549019607843
0.5998719567205848,0.6869918699186992,0.6212523392602509,0.6274509803921569
0.5971186967076971,0.7059620596205962,0.6034618925814536,0.6764705882352942
0.5891699826491235,0.6883468834688347,0.6099900626668743,0.6470588235294118
0.5997647116500834,0.6693766937669376,0.5990001687816545,0.696078431372549
0.5820633452436142,0.7154471544715447,0.611848887275247,0.6274509803921569
