train_loss,train_acc,val_loss,val_acc
0.6883540809316041,0.5311653116531165,0.6729416099249148,0.5686274509803921
0.6512563858574968,0.6205962059620597,0.6180250375878578,0.6470588235294118
0.6179342825561358,0.6558265582655827,0.595756718341042,0.6764705882352942
0.6148174668392192,0.6653116531165312,0.5814560102481469,0.7156862745098039
0.5838030292412776,0.7018970189701897,0.5764001935136085,0.7058823529411764
0.5751401531664013,0.6951219512195121,0.5827335925663218,0.7058823529411764
0.5677686002519395,0.6978319783197832,0.5771227151739831,0.7058823529411764
0.5757178215153496,0.6964769647696477,0.5673516088841009,0.696078431372549
0.5656717367934664,0.6964769647696477,0.57347118620779,0.7156862745098039
0.565873884250155,0.7208672086720868,0.5843076331942689,0.7058823529411764
0.5586852901350192,0.7032520325203252,0.571731475054049,0.7352941176470588
0.5663450967651719,0.7208672086720868,0.5706197818120321,0.7352941176470588
0.5486986955329978,0.7154471544715447,0.5691720668007346,0.7352941176470588
0.5473574538864094,0.7330623306233063,0.5713965834355822,0.7352941176470588
0.558255670839532,0.7113821138211383,0.5699529566016852,0.7352941176470588
0.5577865645975925,0.7181571815718157,0.5692893056308522,0.7450980392156863
0.547329612702212,0.7222222222222222,0.5663461159257328,0.7352941176470588
0.5411476794943254,0.7086720867208672,0.5614089264589197,0.7352941176470588
0.5646114326751006,0.7168021680216802,0.5733291892444387,0.7352941176470588
0.5580039830388739,0.7154471544715447,0.5556621399580264,0.7352941176470588
