train_loss,train_acc,val_loss,val_acc
0.6966705176888442,0.540650406504065,0.7171626371495864,0.5098039215686274
0.6941921731966944,0.5433604336043361,0.7046304859367072,0.5784313725490196
0.6681345685064631,0.6084010840108401,0.6305976065934873,0.6862745098039216
0.6557785191833165,0.6084010840108401,0.6630557308010027,0.6176470588235294
0.6365563819401956,0.6571815718157181,0.6324316847558115,0.6274509803921569
0.6228403954648067,0.6626016260162602,0.5811583113436606,0.7156862745098039
0.6466274477925081,0.6178861788617886,0.6155234002599529,0.6666666666666666
0.6184436720076615,0.6653116531165312,0.5970342755317688,0.6764705882352942
0.6383131177121708,0.6544715447154471,0.566598557958416,0.7352941176470588
0.6124440095612027,0.6531165311653117,0.5673569510964787,0.7058823529411764
0.633902266500442,0.6449864498644986,0.5933422475468879,0.6764705882352942
0.6125675698282919,0.6653116531165312,0.7052143192758747,0.5980392156862745
0.6130920989403557,0.6490514905149052,0.5420613113571616,0.7450980392156863
0.6098684334173435,0.6585365853658537,0.5673042676028084,0.7352941176470588
0.6208499870326137,0.6571815718157181,0.6361662792224511,0.6176470588235294
0.5880589779153426,0.7073170731707317,0.564914348078709,0.7254901960784313
0.6092017307514097,0.6978319783197832,0.62570861157249,0.6176470588235294
0.6163909110596509,0.6558265582655827,0.5433068211172142,0.7549019607843137
0.6205315796663444,0.6517615176151762,0.546626197941163,0.7352941176470588
0.6354026817047822,0.6653116531165312,0.5717103890344208,0.7058823529411764
