train_loss,train_acc,val_loss,val_acc
0.7016253109546858,0.5203252032520325,0.7520593252836489,0.5
0.6859175233336968,0.5474254742547425,0.7158053879644356,0.5392156862745098
0.6532570853789001,0.6138211382113821,0.6889080557168699,0.5686274509803921
0.6388698661230444,0.6504065040650406,0.6529880142679402,0.5882352941176471
0.6223349994437158,0.6612466124661247,0.6343192025726917,0.6372549019607843
0.621011670204359,0.6666666666666666,0.616414442950604,0.6862745098039216
0.6050658335853721,0.6829268292682927,0.6087487199727226,0.7156862745098039
0.615902403505837,0.6802168021680217,0.6025393967534981,0.7254901960784313
0.5933884527625107,0.7032520325203252,0.5939667996238259,0.7549019607843137
0.5950634859118681,0.6964769647696477,0.5907783964101005,0.7450980392156863
0.5696545007429149,0.7140921409214093,0.5904598037401835,0.7450980392156863
0.5651793898282659,0.7140921409214093,0.5918754105474434,0.7450980392156863
0.5685869024051884,0.7181571815718157,0.5905760982457329,0.7450980392156863
0.5627229522237287,0.7195121951219512,0.5898298153690263,0.7450980392156863
0.56330313398263,0.7127371273712737,0.5908277221754485,0.7549019607843137
0.5641611052076345,0.7140921409214093,0.5933379390660454,0.7450980392156863
0.5648795438975822,0.6991869918699187,0.596774933384914,0.7352941176470588
0.5605233495797568,0.7195121951219512,0.5950843797010534,0.7352941176470588
0.5483409041150152,0.7195121951219512,0.5956055206411025,0.7352941176470588
0.5495488226898317,0.7303523035230353,0.5994934065669191,0.7352941176470588
